municipio_id;provincia_id;id_departamento;municipio;provincia;departamento
SFE243;AR-J;1586;Nueve de Julio;San Juan;Nueve de Julio
SGO116;AR-J;1586;Nueve de Julio;San Juan;Nueve de Julio
CBA306;AR-J;1592;Santa Lucia;San Juan;Santa Lucia
SFE100;AR-J;1592;Santa Lucia;San Juan;Santa Lucia
SAL041;AR-J;1592;Santa Lucia;San Juan;Santa Lucia
SFE266;AR-J;1581;Calingasta;San Juan;Calingasta
SFE351;AR-J;1581;Calingasta;San Juan;Calingasta
ERI041;AR-J;1594;Ullum;San Juan;Ullum
CHU015;AR-J;1594;Ullum;San Juan;Ullum
CBA315;AR-J;1585;Jachal;San Juan;Jachal
BUE132;AR-J;1585;Jachal;San Juan;Jachal
BUE082;AR-J;1585;Jachal;San Juan;Jachal
CBA223;AR-J;1597;Zonda;San Juan;Zonda
BUE131;AR-Y;1459;Abdon Castro Tolay;Jujuy;Cochinoca
BUE119;AR-Y;1459;Abra Pampa;Jujuy;Cochinoca
BUE071;AR-Y;1459;Abra Pampa;Jujuy;Cochinoca
CHA018;AR-Y;1459;Abra Pampa;Jujuy;Cochinoca
MIS070;AR-Y;1459;Abra Pampa;Jujuy;Cochinoca
COR057;AR-Y;1459;Puesto del Marques;Jujuy;Cochinoca
MIS016;AR-Y;1470;Mina Pirquitas;Jujuy;Rinconada
CAT016;AR-Y;1470;Mina Pirquitas;Jujuy;Rinconada
BUE073;AR-Y;1468;El Talar;Jujuy;Santa Barbara
SAL054;AR-Y;1469;Maimara;Jujuy;Tilcara
CBA042;AR-Y;1469;Huacalera;Jujuy;Tilcara
COR016;AR-Y;1474;San Salvador de Jujuy;Jujuy;Doctor Manuel Belgrano
SFE073;AR-Y;1474;San Salvador de Jujuy;Jujuy;Doctor Manuel Belgrano
RNO041;AR-Y;1460;Puesto Viejo;Jujuy;El Carmen
ERI048;AR-Y;1460;Aguas Calientes;Jujuy;El Carmen
CHU029;AR-Y;1465;Susques;Jujuy;Susques
TUC037;AR-Y;1465;Catua;Jujuy;Susques
CHA049;AR-Y;1465;Coranzuli;Jujuy;Susques
CBA160;AR-Y;1465;Coranzuli;Jujuy;Susques
SFE015;AR-Y;1465;Coranzuli;Jujuy;Susques
SFE217;AR-Y;1461;Rodeito;Jujuy;San Pedro
CBA329;AR-Y;1461;Rodeito;Jujuy;San Pedro
JUJ041;AR-Y;1467;Humahuaca;Jujuy;Humahuaca
MIS060;AR-Y;1467;Humahuaca;Jujuy;Humahuaca
SGO057;AR-A;1667;El Carril;Salta;Chicoana
SFE188;AR-A;1680;Santa Victoria Este;Salta;Rivadavia
SGO068;AR-A;1680;Rivadavia Banda Norte;Salta;Rivadavia
RNO042;AR-A;1680;Rivadavia Banda Norte;Salta;Rivadavia
SAL015;AR-A;1675;Vaqueros;Salta;La Caldera
COR068;AR-A;1664;Cafayate;Salta;Cafayate
SFE203;AR-A;1664;Cafayate;Salta;Cafayate
NEU026;AR-A;1664;Cafayate;Salta;Cafayate
AGUS1664;AR-A;1664;agusmun;Salta;Cafayate
MORO1664;AR-A;1664;moro;Salta;Cafayate
NUEVOMUN1664;AR-A;1664;nuevomunicipio;Salta;Cafayate
NUEVOID1664;AR-A;1664;agus2;Salta;Cafayate
SAL100;AR-A;1664;salta1664;Salta;Cafayate
TDF002;AR-A;1669;La Vina;Salta;La Vina
MZA008;AR-A;1672;Rosario de la Frontera;Salta;Rosario de la Frontera
SFE005;AR-A;1682;Tolar Grande;Salta;Los Andes
ERI046;AR-A;1682;Tolar Grande;Salta;Los Andes
BUE041;AR-A;1670;El Galpon;Salta;Metan
CBA206;AR-A;1663;Cachi;Salta;Cachi
SFE160;AR-A;1671;La Candelaria;Salta;La Candelaria
SAL009;AR-A;1666;General Guemes;Salta;General Guemes
CBA359;AR-A;1679;Seclantas;Salta;Molinos
RNO035;AR-F;1513;Sanagasta;La Rioja;Sanagasta
COR035;AR-F;1502;Famatina;La Rioja;Famatina
SFE225;AR-F;1502;Famatina;La Rioja;Famatina
CBA308;AR-F;1509;Independencia;La Rioja;Independencia
TUC015;AR-F;1508;General San Martin;La Rioja;General San Martin
NEU012;AR-F;1510;La Rioja;La Rioja;Capital
BUE016;AR-K;1330;Andalgala;Catamarca;Andalgala
COR062;AR-K;1330;Andalgala;Catamarca;Andalgala
MZA015;AR-K;1332;Antofagasta de la Sierra;Catamarca;Antofagasta de la Sierra
CHA063;AR-K;1332;Antofagasta de la Sierra;Catamarca;Antofagasta de la Sierra
JUJ023;AR-K;1337;Tinogasta;Catamarca;Tinogasta
SFE284;AR-K;1337;Tinogasta;Catamarca;Tinogasta
NEU045;AR-K;1337;Tinogasta;Catamarca;Tinogasta
BUE004;AR-K;1337;Fiambala;Catamarca;Tinogasta
CBA231;AR-K;1333;Londres;Catamarca;Belen
BUE035;AR-K;1333;Belen;Catamarca;Belen
CBA411;AR-K;1333;Belen;Catamarca;Belen
CBA405;AR-K;1342;Paclin;Catamarca;Paclin
COR069;AR-V;1642;Ushuaia;Tierra del Fuego;Ushuaia
BUE113;AR-V;1642;Ushuaia;Tierra del Fuego;Ushuaia
TUC109;AR-V;1642;Ushuaia;Tierra del Fuego;Ushuaia
CHA017;AR-V;1642;Ushuaia;Tierra del Fuego;Ushuaia
JUJ002;AR-V;1642;Ushuaia;Tierra del Fuego;Ushuaia
MIS068;AR-V;1642;Ushuaia;Tierra del Fuego;Ushuaia
JUJ011;AR-V;1642;Ushuaia;Tierra del Fuego;Ushuaia
LAP065;AR-V;1642;Ushuaia;Tierra del Fuego;Ushuaia
SAL046;AR-V;1642;Ushuaia;Tierra del Fuego;Ushuaia
MUCH23;AR-V;1642;Muchofrio;Tierra del Fuego;Ushuaia
CHU031;AR-Q;1552;Villa del Nahueve;Neuquen;Minas
TUC030;AR-Q;1552;Las Ovejas;Neuquen;Minas
COR045;AR-Q;1552;Guanacos;Neuquen;Minas
SFE143;AR-Q;1556;Neuquen;Neuquen;Confluencia
NEU015;AR-Q;1556;Neuquen;Neuquen;Confluencia
LRJ014;AR-Q;1556;Neuquen;Neuquen;Confluencia
RNO057;AR-Q;1556;Neuquen;Neuquen;Confluencia
SFE290;AR-Q;1556;Neuquen;Neuquen;Confluencia
SLU003;AR-Q;1556;Neuquen;Neuquen;Confluencia
CHU047;AR-Q;1556;Neuquen;Neuquen;Confluencia
ERI020;AR-Q;1556;Neuquen;Neuquen;Confluencia
MZA017;AR-Q;1556;Neuquen;Neuquen;Confluencia
SFE245;AR-Q;1556;Neuquen;Neuquen;Confluencia
NEU032;AR-Q;1556;Neuquen;Neuquen;Confluencia
SCR006;AR-Q;1556;Neuquen;Neuquen;Confluencia
SJU007;AR-Q;1556;Neuquen;Neuquen;Confluencia
CBA397;AR-Q;1556;Neuquen;Neuquen;Confluencia
ERI061;AR-Q;1556;Plottier;Neuquen;Confluencia
CBA148;AR-Q;1556;Villa el Chocon;Neuquen;Confluencia
LRJ002;AR-Q;1555;Caviahue-Copahue;Neuquen;Norquin
BUE104;AR-Q;1555;Caviahue-Copahue;Neuquen;Norquin
SFE178;AR-Q;1558;Ramon Castro;Neuquen;Zapala
CBA260;AR-Q;1554;Octavio Pico;Neuquen;Pehuenches
BUE117;AR-Q;1553;Quili Malal;Neuquen;Picunches
SGO081;AR-G;1631;Nueva Esperanza;Santiago del Estero;Pellegrini
COR064;AR-G;1627;Dona Luisa;Santiago del Estero;Guasayan
COR006;AR-G;1630;El Colorado;Santiago del Estero;Juan Felipe Ibarra
SFE337;AR-G;1630;Vilelas;Santiago del Estero;Juan Felipe Ibarra
CBA234;AR-G;1625;Real Sayana;Santiago del Estero;Avellaneda
COR010;AR-G;1625;Herrera;Santiago del Estero;Avellaneda
RNO033;AR-G;1634;Alhuampa;Santiago del Estero;Moreno
MZA004;AR-G;1634;Quimili;Santiago del Estero;Moreno
BUE120;AR-G;1634;Las Tinajas;Santiago del Estero;Moreno
CBA038;AR-G;1616;Guardia Escolta;Santiago del Estero;Belgrano
FOR004;AR-D;1599;Bagual;San Luis;Gobernador Dupuy
ERI051;AR-D;1599;Union;San Luis;Gobernador Dupuy
SCR011;AR-D;1599;Fortuna;San Luis;Gobernador Dupuy
ERI004;AR-D;1599;Fortuna;San Luis;Gobernador Dupuy
RNO053;AR-D;1599;Anchorena;San Luis;Gobernador Dupuy
SFE288;AR-D;1599;Anchorena;San Luis;Gobernador Dupuy
COR056;AR-P;1453;San Martin Dos;Formosa;Patino
CBA311;AR-P;1453;Comandante Fontana;Formosa;Patino
